user,item,gender,age,location,rating
149,252,0.0,1.0,2.0,1.0
59,232,1.0,0.0,1.0,1.0
16,221,1.0,3.0,0.0,1.0
21,238,1.0,0.0,1.0,1.0
227,142,0.0,2.0,0.0,1.0
121,150,1.0,1.0,1.0,1.0
147,58,0.0,2.0,0.0,1.0
220,100,0.0,0.0,1.0,1.0
85,164,1.0,0.0,2.0,1.0
173,110,0.0,3.0,1.0,1.0
145,100,0.0,1.0,1.0,1.0
20,168,1.0,1.0,0.0,1.0
277,24,0.0,1.0,1.0,1.0
129,25,0.0,2.0,0.0,1.0
189,96,0.0,2.0,1.0,1.0
260,4,0.0,2.0,0.0,1.0
147,120,0.0,2.0,0.0,1.0
110,0,1.0,0.0,1.0,1.0
9,209,1.0,1.0,0.0,1.0
6,221,1.0,0.0,1.0,1.0
23,203,1.0,4.0,0.0,1.0
214,78,0.0,0.0,1.0,1.0
74,259,1.0,1.0,1.0,1.0
214,7,0.0,0.0,1.0,1.0
260,27,0.0,2.0,0.0,1.0
223,77,0.0,1.0,1.0,1.0
10,243,1.0,0.0,0.0,1.0
278,94,0.0,2.0,1.0,1.0
81,247,1.0,2.0,2.0,1.0
249,110,0.0,0.0,1.0,1.0
226,214,0.0,0.0,1.0,1.0
77,249,1.0,0.0,2.0,1.0
259,35,0.0,3.0,0.0,1.0
155,98,0.0,3.0,2.0,1.0
120,290,1.0,1.0,2.0,1.0
242,0,0.0,2.0,0.0,1.0
236,189,0.0,0.0,1.0,1.0
145,172,0.0,1.0,1.0,1.0
10,264,1.0,0.0,0.0,1.0
162,25,0.0,1.0,1.0,1.0
85,150,1.0,0.0,2.0,1.0
81,239,1.0,2.0,2.0,1.0
262,87,0.0,0.0,1.0,1.0
76,162,1.0,0.0,2.0,1.0
280,48,0.0,1.0,1.0,1.0
50,58,1.0,4.0,2.0,1.0
16,259,1.0,3.0,0.0,1.0
126,248,1.0,1.0,1.0,1.0
194,20,0.0,1.0,0.0,1.0
212,88,0.0,1.0,2.0,1.0
218,117,0.0,2.0,1.0,1.0
66,220,1.0,0.0,1.0,1.0
84,267,1.0,1.0,1.0,1.0
102,283,1.0,0.0,1.0,1.0
85,197,1.0,0.0,2.0,1.0
198,99,0.0,1.0,2.0,1.0
16,263,1.0,3.0,0.0,1.0
278,136,0.0,2.0,1.0,1.0
126,100,1.0,1.0,1.0,1.0
229,149,0.0,0.0,2.0,1.0
70,251,1.0,0.0,1.0,1.0
278,129,0.0,2.0,1.0,1.0
136,93,0.0,5.0,2.0,1.0
13,238,1.0,2.0,2.0,1.0
118,101,1.0,0.0,1.0,1.0
127,166,1.0,3.0,2.0,1.0
44,91,1.0,3.0,0.0,1.0
41,221,1.0,0.0,1.0,1.0
71,145,1.0,0.0,0.0,1.0
94,211,1.0,3.0,1.0,1.0
263,67,0.0,2.0,0.0,1.0
26,136,1.0,1.0,0.0,1.0
190,139,0.0,0.0,1.0,1.0
175,81,0.0,0.0,1.0,1.0
259,242,0.0,3.0,0.0,1.0
249,100,0.0,0.0,1.0,1.0
193,13,0.0,2.0,1.0,1.0
129,96,0.0,2.0,0.0,1.0
236,94,0.0,0.0,1.0,1.0
218,79,0.0,2.0,1.0,1.0
116,263,1.0,2.0,2.0,1.0
245,83,0.0,1.0,2.0,1.0
210,111,0.0,1.0,1.0,1.0
65,269,1.0,4.0,0.0,1.0
263,141,0.0,2.0,0.0,1.0
79,252,1.0,1.0,1.0,1.0
271,144,0.0,0.0,2.0,1.0
230,101,0.0,0.0,1.0,1.0
232,30,0.0,1.0,1.0,1.0
128,141,0.0,1.0,2.0,1.0
281,77,0.0,0.0,2.0,1.0
230,9,0.0,0.0,1.0,1.0
89,90,1.0,1.0,1.0,1.0
133,87,0.0,0.0,2.0,1.0
11,18,1.0,3.0,2.0,1.0
281,84,0.0,0.0,2.0,1.0
86,255,1.0,0.0,1.0,1.0
225,137,0.0,0.0,1.0,1.0
46,165,1.0,3.0,0.0,1.0
1,46,1.0,1.0,1.0,1.0
175,100,0.0,0.0,1.0,1.0
152,146,0.0,1.0,0.0,1.0
36,186,1.0,0.0,2.0,1.0
86,228,1.0,0.0,1.0,1.0
62,264,1.0,3.0,0.0,1.0
40,159,1.0,1.0,1.0,1.0
260,148,0.0,2.0,0.0,1.0
280,102,0.0,1.0,1.0,1.0
163,246,0.0,3.0,1.0,1.0
200,21,0.0,0.0,2.0,1.0
234,119,0.0,0.0,2.0,1.0
23,295,1.0,4.0,0.0,1.0
224,142,0.0,0.0,0.0,1.0
153,203,0.0,4.0,0.0,1.0
256,36,0.0,0.0,1.0,1.0
92,227,1.0,1.0,1.0,1.0
74,226,1.0,1.0,1.0,1.0
282,9,0.0,1.0,2.0,1.0
144,58,0.0,2.0,1.0,1.0
139,13,0.0,1.0,1.0,1.0
280,143,0.0,1.0,1.0,1.0
24,237,1.0,0.0,2.0,1.0
193,55,0.0,2.0,1.0,1.0
11,249,1.0,3.0,2.0,1.0
199,97,0.0,1.0,1.0,1.0
207,20,0.0,1.0,2.0,1.0
189,37,0.0,2.0,1.0,1.0
259,298,0.0,3.0,0.0,1.0
128,51,0.0,1.0,2.0,1.0
255,27,0.0,1.0,1.0,1.0
139,82,0.0,1.0,1.0,1.0
170,85,0.0,0.0,0.0,1.0
271,129,0.0,0.0,2.0,1.0
127,169,1.0,3.0,2.0,1.0
20,160,1.0,1.0,0.0,1.0
45,86,1.0,0.0,1.0,1.0
168,171,0.0,0.0,0.0,1.0
212,83,0.0,1.0,2.0,1.0
199,23,0.0,1.0,1.0,1.0
51,298,1.0,0.0,1.0,1.0
288,126,0.0,2.0,1.0,1.0
215,141,0.0,1.0,2.0,1.0
195,77,0.0,1.0,1.0,1.0
98,241,1.0,3.0,1.0,1.0
34,254,1.0,1.0,2.0,1.0
108,171,1.0,1.0,1.0,1.0
162,125,0.0,1.0,1.0,1.0
266,138,0.0,1.0,1.0,1.0
225,65,0.0,0.0,1.0,1.0
1,296,1.0,1.0,1.0,1.0
233,181,0.0,0.0,0.0,1.0
233,186,0.0,0.0,0.0,1.0
112,214,1.0,1.0,1.0,1.0
179,117,0.0,1.0,2.0,1.0
145,275,0.0,1.0,1.0,1.0
167,133,0.0,1.0,2.0,1.0
73,235,1.0,3.0,2.0,1.0
184,109,0.0,0.0,2.0,1.0
262,144,0.0,0.0,1.0,1.0
202,137,0.0,1.0,2.0,1.0
257,86,0.0,0.0,1.0,1.0
97,31,1.0,3.0,2.0,1.0
161,144,0.0,0.0,2.0,1.0
53,110,1.0,3.0,1.0,1.0
241,103,0.0,4.0,0.0,1.0
85,283,1.0,0.0,2.0,1.0
25,251,1.0,0.0,1.0,1.0
225,238,0.0,0.0,1.0,1.0
187,261,0.0,0.0,1.0,1.0
280,101,0.0,1.0,1.0,1.0
1,236,1.0,1.0,1.0,1.0
197,101,0.0,1.0,2.0,1.0
257,25,0.0,0.0,1.0,1.0
166,49,0.0,2.0,1.0,1.0
1,84,1.0,1.0,1.0,1.0
97,224,1.0,3.0,2.0,1.0
44,252,1.0,3.0,0.0,1.0
159,61,0.0,0.0,2.0,1.0
226,145,0.0,0.0,1.0,1.0
90,178,1.0,1.0,2.0,1.0
6,251,1.0,0.0,1.0,1.0
280,137,0.0,1.0,1.0,1.0
184,144,0.0,0.0,2.0,1.0
80,224,1.0,3.0,2.0,1.0
96,262,1.0,2.0,1.0,1.0
247,283,0.0,1.0,1.0,1.0
21,67,1.0,0.0,1.0,1.0
216,4,0.0,0.0,2.0,1.0
148,173,0.0,0.0,1.0,1.0
249,98,0.0,0.0,1.0,1.0
168,200,0.0,0.0,0.0,1.0
228,71,0.0,1.0,1.0,1.0
174,154,0.0,1.0,2.0,1.0
115,256,1.0,0.0,1.0,1.0
194,129,0.0,1.0,0.0,1.0
54,209,1.0,0.0,1.0,1.0
38,271,1.0,1.0,2.0,1.0
59,273,1.0,0.0,1.0,1.0
260,8,0.0,2.0,0.0,1.0
224,60,0.0,0.0,0.0,1.0
89,155,1.0,1.0,1.0,1.0
254,148,0.0,0.0,1.0,1.0
34,236,1.0,1.0,2.0,1.0
235,80,0.0,2.0,1.0,1.0
27,155,1.0,1.0,2.0,1.0
14,255,1.0,2.0,1.0,1.0
40,248,1.0,1.0,1.0,1.0
250,122,0.0,0.0,1.0,1.0
259,141,0.0,3.0,0.0,1.0
49,154,1.0,1.0,0.0,1.0
65,268,1.0,4.0,0.0,1.0
272,214,0.0,2.0,1.0,1.0
48,279,1.0,3.0,2.0,1.0
8,253,1.0,2.0,1.0,1.0
104,23,1.0,1.0,1.0,1.0
152,116,0.0,1.0,0.0,1.0
8,210,1.0,2.0,1.0,1.0
159,136,0.0,0.0,2.0,1.0
190,84,0.0,0.0,1.0,1.0
230,136,0.0,0.0,1.0,1.0
245,111,0.0,1.0,2.0,1.0
116,178,1.0,2.0,2.0,1.0
3,181,1.0,2.0,2.0,1.0
203,100,0.0,0.0,1.0,1.0
178,81,0.0,1.0,2.0,1.0
145,33,0.0,1.0,1.0,1.0
100,231,1.0,3.0,0.0,1.0
212,141,0.0,1.0,2.0,1.0
110,226,1.0,0.0,1.0,1.0
112,221,1.0,1.0,1.0,1.0
169,104,0.0,1.0,2.0,1.0
2,265,1.0,0.0,1.0,1.0
167,237,0.0,1.0,2.0,1.0
143,12,0.0,2.0,1.0,1.0
246,78,0.0,0.0,0.0,1.0
109,292,1.0,5.0,1.0,1.0
104,248,1.0,1.0,1.0,1.0
136,100,0.0,5.0,2.0,1.0
248,25,0.0,0.0,2.0,1.0
21,237,1.0,0.0,1.0,1.0
55,182,1.0,2.0,1.0,1.0
45,251,1.0,0.0,1.0,1.0
64,289,1.0,0.0,0.0,1.0
277,186,0.0,1.0,1.0,1.0
283,10,0.0,0.0,1.0,1.0
274,173,0.0,2.0,1.0,1.0
89,290,1.0,1.0,1.0,1.0
60,26,1.0,4.0,0.0,1.0
221,199,0.0,2.0,2.0,1.0
28,236,1.0,0.0,2.0,1.0
66,194,1.0,0.0,1.0,1.0
35,235,1.0,0.0,2.0,1.0
215,122,0.0,1.0,2.0,1.0
232,109,0.0,1.0,1.0,1.0
13,1,1.0,2.0,2.0,1.0
234,107,0.0,0.0,2.0,1.0
204,101,0.0,0.0,2.0,1.0
182,97,0.0,2.0,1.0,1.0
54,298,1.0,0.0,1.0,1.0
85,161,1.0,0.0,2.0,1.0
238,56,0.0,1.0,2.0,1.0
83,123,1.0,2.0,2.0,1.0
196,80,0.0,0.0,1.0,1.0
255,125,0.0,1.0,1.0,1.0
229,49,0.0,0.0,2.0,1.0
78,218,1.0,1.0,2.0,1.0
236,247,0.0,0.0,1.0,1.0
275,279,0.0,2.0,1.0,1.0
170,81,0.0,0.0,0.0,1.0
138,39,0.0,1.0,1.0,1.0
154,134,0.0,1.0,2.0,1.0
149,142,0.0,1.0,2.0,1.0
206,32,0.0,1.0,1.0,1.0
6,282,1.0,0.0,1.0,1.0
36,257,1.0,0.0,2.0,1.0
35,260,1.0,0.0,2.0,1.0
215,137,0.0,1.0,2.0,1.0
250,118,0.0,0.0,1.0,1.0
69,6,1.0,2.0,0.0,1.0
287,103,0.0,0.0,2.0,1.0
229,100,0.0,0.0,2.0,1.0
250,144,0.0,0.0,1.0,1.0
174,36,0.0,1.0,2.0,1.0
206,138,0.0,1.0,1.0,1.0
194,147,0.0,1.0,0.0,1.0
72,248,1.0,0.0,2.0,1.0
206,77,0.0,1.0,1.0,1.0
274,51,0.0,2.0,1.0,1.0
68,260,1.0,1.0,0.0,1.0
177,10,0.0,1.0,2.0,1.0
164,281,0.0,3.0,0.0,1.0
228,86,0.0,1.0,1.0,1.0
191,96,0.0,1.0,1.0,1.0
30,288,1.0,0.0,0.0,1.0
89,81,1.0,1.0,1.0,1.0
282,90,0.0,1.0,2.0,1.0
250,131,0.0,0.0,1.0,1.0
153,188,0.0,4.0,0.0,1.0
162,56,0.0,1.0,1.0,1.0
207,135,0.0,1.0,2.0,1.0
129,146,0.0,2.0,0.0,1.0
172,80,0.0,0.0,1.0,1.0
67,290,1.0,1.0,2.0,1.0
117,18,1.0,0.0,1.0,1.0
164,4,0.0,3.0,0.0,1.0
108,267,1.0,1.0,1.0,1.0
26,166,1.0,1.0,0.0,1.0
40,155,1.0,1.0,1.0,1.0
4,180,1.0,1.0,1.0,1.0
81,218,1.0,2.0,2.0,1.0
69,224,1.0,2.0,0.0,1.0
248,109,0.0,0.0,2.0,1.0
77,224,1.0,0.0,2.0,1.0
181,58,0.0,0.0,2.0,1.0
22,288,1.0,3.0,1.0,1.0
104,259,1.0,1.0,1.0,1.0
226,105,0.0,0.0,1.0,1.0
267,271,0.0,0.0,1.0,1.0
254,272,0.0,0.0,1.0,1.0
265,90,0.0,1.0,2.0,1.0
176,141,0.0,1.0,1.0,1.0
87,285,1.0,1.0,2.0,1.0
226,107,0.0,0.0,1.0,1.0
208,134,0.0,1.0,1.0,1.0
261,9,0.0,1.0,2.0,1.0
7,222,1.0,2.0,2.0,1.0
197,138,0.0,1.0,2.0,1.0
129,132,0.0,2.0,0.0,1.0
257,42,0.0,0.0,1.0,1.0
23,205,1.0,4.0,0.0,1.0
252,81,0.0,3.0,2.0,1.0
268,2,0.0,2.0,1.0,1.0
177,137,0.0,1.0,2.0,1.0
38,247,1.0,1.0,2.0,1.0
233,206,0.0,0.0,0.0,1.0
23,250,1.0,4.0,0.0,1.0
23,252,1.0,4.0,0.0,1.0
59,288,1.0,0.0,1.0,1.0
40,172,1.0,1.0,1.0,1.0
178,102,0.0,1.0,2.0,1.0
270,106,0.0,0.0,1.0,1.0
211,18,0.0,0.0,1.0,1.0
40,250,1.0,1.0,1.0,1.0
157,120,0.0,2.0,0.0,1.0
240,0,0.0,0.0,1.0,1.0
122,297,1.0,1.0,0.0,1.0
94,296,1.0,3.0,1.0,1.0
79,174,1.0,1.0,1.0,1.0
143,146,0.0,2.0,1.0,1.0
126,224,1.0,1.0,1.0,1.0
203,142,0.0,0.0,1.0,1.0
0,247,1.0,0.0,2.0,1.0
101,233,1.0,2.0,2.0,1.0
94,201,1.0,3.0,1.0,1.0
186,96,0.0,2.0,1.0,1.0
211,178,0.0,0.0,1.0,1.0
83,256,1.0,2.0,2.0,1.0
172,100,0.0,0.0,1.0,1.0
95,233,1.0,0.0,0.0,1.0
122,162,1.0,1.0,0.0,1.0
91,282,1.0,2.0,0.0,1.0
3,114,1.0,2.0,2.0,1.0
194,104,0.0,1.0,0.0,1.0
24,232,1.0,0.0,2.0,1.0
183,83,0.0,0.0,2.0,1.0
110,249,1.0,0.0,1.0,1.0
5,243,1.0,1.0,1.0,1.0
55,279,1.0,2.0,1.0,1.0
156,98,0.0,1.0,2.0,1.0
242,148,0.0,2.0,0.0,1.0
83,165,1.0,2.0,2.0,1.0
59,252,1.0,0.0,1.0,1.0
18,273,1.0,3.0,1.0,1.0
59,250,1.0,0.0,1.0,1.0
56,88,1.0,3.0,1.0,1.0
151,99,0.0,0.0,1.0,1.0
289,67,0.0,2.0,1.0,1.0
74,227,1.0,1.0,1.0,1.0
189,90,0.0,2.0,1.0,1.0
55,151,1.0,2.0,1.0,1.0
122,164,1.0,1.0,0.0,1.0
33,236,1.0,0.0,2.0,1.0
106,249,1.0,0.0,1.0,1.0
264,123,0.0,3.0,2.0,1.0
127,284,1.0,3.0,2.0,1.0
26,152,1.0,1.0,0.0,1.0
268,3,0.0,2.0,1.0,1.0
170,0,0.0,0.0,0.0,1.0
256,174,0.0,0.0,1.0,1.0
257,19,0.0,0.0,1.0,1.0
152,82,0.0,1.0,0.0,1.0
262,78,0.0,0.0,1.0,1.0
202,124,0.0,1.0,2.0,1.0
116,32,1.0,2.0,2.0,1.0
35,259,1.0,0.0,2.0,1.0
260,126,0.0,2.0,0.0,1.0
70,243,1.0,0.0,1.0,1.0
179,58,0.0,1.0,2.0,1.0
223,109,0.0,1.0,1.0,1.0
154,267,0.0,1.0,2.0,1.0
89,129,1.0,1.0,1.0,1.0
139,74,0.0,1.0,1.0,1.0
137,19,0.0,3.0,2.0,1.0
106,242,1.0,0.0,1.0,1.0
139,238,0.0,1.0,1.0,1.0
252,0,0.0,3.0,2.0,1.0
194,144,0.0,1.0,0.0,1.0
31,177,1.0,2.0,1.0,1.0
3,252,1.0,2.0,2.0,1.0
121,278,1.0,1.0,1.0,1.0
121,227,1.0,1.0,1.0,1.0
171,88,0.0,1.0,1.0,1.0
141,131,0.0,1.0,2.0,1.0
272,65,0.0,2.0,1.0,1.0
131,146,0.0,0.0,1.0,1.0
144,90,0.0,2.0,1.0,1.0
126,148,1.0,1.0,1.0,1.0
250,125,0.0,0.0,1.0,1.0
235,112,0.0,2.0,1.0,1.0
12,40,1.0,1.0,1.0,1.0
206,86,0.0,1.0,1.0,1.0
77,263,1.0,0.0,2.0,1.0
107,263,1.0,0.0,1.0,1.0
135,142,0.0,1.0,2.0,1.0
210,121,0.0,1.0,1.0,1.0
89,91,1.0,1.0,1.0,1.0
4,289,1.0,1.0,1.0,1.0
154,280,0.0,1.0,2.0,1.0
39,276,1.0,0.0,2.0,1.0
181,80,0.0,0.0,2.0,1.0
131,83,0.0,0.0,1.0,1.0
90,268,1.0,1.0,2.0,1.0
129,129,0.0,2.0,0.0,1.0
252,138,0.0,3.0,2.0,1.0
242,133,0.0,2.0,0.0,1.0
215,100,0.0,1.0,2.0,1.0
192,24,0.0,0.0,2.0,1.0
72,257,1.0,0.0,2.0,1.0
124,254,1.0,0.0,1.0,1.0
132,149,0.0,3.0,2.0,1.0
204,47,0.0,0.0,2.0,1.0
212,149,0.0,1.0,2.0,1.0
29,226,1.0,1.0,0.0,1.0
173,147,0.0,3.0,1.0,1.0
211,187,0.0,0.0,1.0,1.0
158,299,0.0,0.0,2.0,1.0
184,72,0.0,0.0,2.0,1.0
84,150,1.0,1.0,1.0,1.0
51,153,1.0,0.0,1.0,1.0
22,250,1.0,3.0,1.0,1.0
284,72,0.0,0.0,1.0,1.0
69,256,1.0,2.0,0.0,1.0
37,137,1.0,2.0,2.0,1.0
146,89,0.0,1.0,2.0,1.0
168,98,0.0,0.0,0.0,1.0
204,70,0.0,0.0,2.0,1.0
109,41,1.0,5.0,1.0,1.0
3,296,1.0,2.0,2.0,1.0
61,280,1.0,0.0,1.0,1.0
93,52,1.0,1.0,2.0,1.0
163,119,0.0,3.0,1.0,1.0
47,255,1.0,1.0,1.0,1.0
100,268,1.0,3.0,0.0,1.0
157,12,0.0,2.0,0.0,1.0
288,91,0.0,2.0,1.0,1.0
239,149,0.0,1.0,2.0,1.0
269,87,0.0,0.0,2.0,1.0
137,112,0.0,3.0,2.0,1.0
141,149,0.0,1.0,2.0,1.0
111,99,1.0,0.0,2.0,1.0
202,88,0.0,1.0,2.0,1.0
177,101,0.0,1.0,2.0,1.0
96,54,1.0,2.0,1.0,1.0
112,265,1.0,1.0,1.0,1.0
70,258,1.0,0.0,1.0,1.0
242,105,0.0,2.0,0.0,1.0
211,25,0.0,0.0,1.0,1.0
285,134,0.0,0.0,1.0,1.0
167,91,0.0,1.0,2.0,1.0
54,210,1.0,0.0,1.0,1.0
180,78,0.0,0.0,1.0,1.0
2,236,1.0,0.0,1.0,1.0
188,20,0.0,0.0,1.0,1.0
40,271,1.0,1.0,1.0,1.0
163,93,0.0,3.0,1.0,1.0
44,246,1.0,3.0,0.0,1.0
218,95,0.0,2.0,1.0,1.0
83,164,1.0,2.0,2.0,1.0
155,108,0.0,3.0,2.0,1.0
250,136,0.0,0.0,1.0,1.0
144,61,0.0,2.0,1.0,1.0
264,100,0.0,3.0,2.0,1.0
273,35,0.0,1.0,2.0,1.0
89,111,1.0,1.0,1.0,1.0
56,299,1.0,3.0,1.0,1.0
161,27,0.0,0.0,2.0,1.0
69,177,1.0,2.0,0.0,1.0
217,92,0.0,0.0,2.0,1.0
253,191,0.0,1.0,0.0,1.0
15,170,1.0,0.0,1.0,1.0
136,102,0.0,5.0,2.0,1.0
171,91,0.0,1.0,1.0,1.0
17,205,1.0,0.0,0.0,1.0
269,25,0.0,0.0,2.0,1.0
137,141,0.0,3.0,2.0,1.0
185,101,0.0,2.0,1.0,1.0
190,81,0.0,0.0,1.0,1.0
8,166,1.0,2.0,1.0,1.0
249,11,0.0,0.0,1.0,1.0
45,281,1.0,0.0,1.0,1.0
88,286,1.0,1.0,1.0,1.0
61,291,1.0,0.0,1.0,1.0
68,59,1.0,1.0,0.0,1.0
265,96,0.0,1.0,2.0,1.0
24,229,1.0,0.0,2.0,1.0
124,176,1.0,0.0,1.0,1.0
69,200,1.0,2.0,0.0,1.0
215,148,0.0,1.0,2.0,1.0
207,105,0.0,1.0,2.0,1.0
74,273,1.0,1.0,1.0,1.0
258,247,0.0,1.0,1.0,1.0
78,241,1.0,1.0,2.0,1.0
155,87,0.0,3.0,2.0,1.0
241,55,0.0,4.0,0.0,1.0
288,97,0.0,2.0,1.0,1.0
273,19,0.0,1.0,2.0,1.0
116,260,1.0,2.0,2.0,1.0
44,295,1.0,3.0,0.0,1.0
251,123,0.0,0.0,1.0,1.0
146,21,0.0,1.0,2.0,1.0
34,238,1.0,1.0,2.0,1.0
85,156,1.0,0.0,2.0,1.0
80,249,1.0,3.0,2.0,1.0
200,99,0.0,0.0,2.0,1.0
141,13,0.0,1.0,2.0,1.0
254,101,0.0,0.0,1.0,1.0
130,120,0.0,0.0,1.0,1.0
112,233,1.0,1.0,1.0,1.0
238,254,0.0,1.0,2.0,1.0
99,291,1.0,1.0,2.0,1.0
62,233,1.0,3.0,0.0,1.0
252,91,0.0,3.0,2.0,1.0
153,118,0.0,4.0,0.0,1.0
111,154,1.0,0.0,2.0,1.0
214,12,0.0,0.0,1.0,1.0
103,184,1.0,1.0,1.0,1.0
140,131,0.0,1.0,1.0,1.0
52,226,1.0,1.0,1.0,1.0
124,264,1.0,0.0,1.0,1.0
136,134,0.0,5.0,2.0,1.0
281,80,0.0,0.0,2.0,1.0
175,98,0.0,0.0,1.0,1.0
41,243,1.0,0.0,1.0,1.0
50,267,1.0,4.0,2.0,1.0
87,199,1.0,1.0,2.0,1.0
142,126,0.0,4.0,0.0,1.0
70,253,1.0,0.0,1.0,1.0
197,96,0.0,1.0,2.0,1.0
91,273,1.0,2.0,0.0,1.0
281,95,0.0,0.0,2.0,1.0
168,142,0.0,0.0,0.0,1.0
236,96,0.0,0.0,1.0,1.0
107,266,1.0,0.0,1.0,1.0
21,260,1.0,0.0,1.0,1.0
252,158,0.0,3.0,2.0,1.0
67,249,1.0,1.0,2.0,1.0
189,49,0.0,2.0,1.0,1.0
125,273,1.0,0.0,2.0,1.0
133,49,0.0,0.0,2.0,1.0
193,143,0.0,2.0,1.0,1.0
21,253,1.0,0.0,1.0,1.0
156,36,0.0,1.0,2.0,1.0
59,198,1.0,0.0,1.0,1.0
125,281,1.0,0.0,2.0,1.0
184,70,0.0,0.0,2.0,1.0
23,150,1.0,4.0,0.0,1.0
177,166,0.0,1.0,2.0,1.0
58,289,1.0,2.0,1.0,1.0
90,159,1.0,1.0,2.0,1.0
199,137,0.0,1.0,1.0,1.0
111,175,1.0,0.0,2.0,1.0
238,266,0.0,1.0,2.0,1.0
90,129,1.0,1.0,2.0,1.0
96,258,1.0,2.0,1.0,1.0
248,28,0.0,0.0,2.0,1.0
176,100,0.0,1.0,1.0,1.0
149,231,0.0,1.0,2.0,1.0
203,137,0.0,0.0,1.0,1.0
164,59,0.0,3.0,0.0,1.0
57,209,1.0,1.0,1.0,1.0
73,234,1.0,3.0,2.0,1.0
124,210,1.0,0.0,1.0,1.0
75,201,1.0,0.0,1.0,1.0
251,135,0.0,0.0,1.0,1.0
135,109,0.0,1.0,2.0,1.0
261,130,0.0,1.0,2.0,1.0
282,101,0.0,1.0,2.0,1.0
251,31,0.0,0.0,1.0,1.0
247,99,0.0,1.0,1.0,1.0
251,58,0.0,0.0,1.0,1.0
246,92,0.0,0.0,0.0,1.0
140,120,0.0,1.0,1.0,1.0
45,286,1.0,0.0,1.0,1.0
187,136,0.0,0.0,1.0,1.0
210,100,0.0,1.0,1.0,1.0
277,208,0.0,1.0,1.0,1.0
146,10,0.0,1.0,2.0,1.0
280,10,0.0,1.0,1.0,1.0
130,97,0.0,0.0,1.0,1.0
175,27,0.0,0.0,1.0,1.0
138,101,0.0,1.0,1.0,1.0
61,261,1.0,0.0,1.0,1.0
19,298,1.0,1.0,2.0,1.0
278,82,0.0,2.0,1.0,1.0
74,155,1.0,1.0,1.0,1.0
